chr	pos	gene	strand	type	stop_pos
chr11	66056599	YIF1A	reverse	five_prime_utr	66056513
chr16	71929444	IST1	forward	five_prime_utr	71929557
chr14	75158889	AREL1	reverse	five_prime_utr	75158791
chrX	24169556	ZFX	forward	five_prime_utr	24170871
chr8	42010598	AP3M2	forward	five_prime_utr	42012194
chr3	119217470	TIMMDC1	forward	five_prime_utr	119217538
chr6	30876062	GTF2H4	forward	five_prime_utr	30876184
chr15	45021274	TRIM69	forward	five_prime_utr	45021504
chr6	64282400	PTP4A1	forward	five_prime_utr	64282465
chr7	128379386	CALU	forward	five_prime_utr	128379490
chr1	111415862	CD53	forward	five_prime_utr	111415891
chr17	71088784	SLC39A11	reverse	five_prime_utr	71088749
chr1	1711376	NADK	reverse	five_prime_utr	1711254
chr13	50018150	CAB39L	reverse	five_prime_utr	50008341
chr1	38259768	MANEAL	forward	five_prime_utr	38259824
chr8	70379040	SULF1	forward	five_prime_utr	70379189
chr5	98264611	CHD1	reverse	five_prime_utr	98264558
chr14	55494131	SOCS4	forward	five_prime_utr	55494193
chr15	69745181	RPLP1	forward	five_prime_utr	69745222
chr7	94024278	COL1A2	forward	five_prime_utr	94024334
chr11	14665064	PSMA1	reverse	five_prime_utr	14664864
chr5	153429185	MFAP3	forward	five_prime_utr	153429229
chr16	58163170	CFAP20	reverse	five_prime_utr	58163060
chr15	85259545	SEC11A	reverse	five_prime_utr	85259504
chr3	183361296	KLHL24	forward	five_prime_utr	183368129
chr17	7554517	ATP1B2	forward	five_prime_utr	7554624
chr9	117150294	AKNA	reverse	five_prime_utr	117143651
chr19	49588829	SNRNP70	forward	five_prime_utr	49588897
chr10	60028953	CISD1	forward	five_prime_utr	60029006
chr11	65088273	CDC42EP2	forward	five_prime_utr	65088338
chr9	135545566	GTF3C4	forward	five_prime_utr	135545616
chr21	47401672	COL6A1	forward	five_prime_utr	47401749
chr22	44577742	PARVG	forward	five_prime_utr	44577801
chr17	7465484	SENP3	forward	five_prime_utr	7465516
chr8	120885993	DEPTOR	forward	five_prime_utr	120886025
chr2	109335977	RANBP2	forward	five_prime_utr	109336021
chr9	131901833	PTPA	forward	five_prime_utr	131901904
chr10	89623333	PTEN	forward	five_prime_utr	89623422
chr13	36920763	SPG20	reverse	five_prime_utr	36920722
chr17	18761157	PRPSAP2	forward	five_prime_utr	18768855
chr13	41837578	MTRF1	reverse	five_prime_utr	41837495
chr1	173793113	CENPL	reverse	five_prime_utr	173780444
chrX	77166251	RP5-1000K24.2	forward	five_prime_utr	77166298
chr7	150022994	LRRC61	forward	five_prime_utr	150023032
chrX	48432910	RBM3	forward	five_prime_utr	48432954
chr11	3818734	NUP98	reverse	five_prime_utr	3818684
chr1	155658541	YY1AP1	reverse	five_prime_utr	155658452
chr12	50506009	COX14	forward	five_prime_utr	50506203
chrX	47509904	ELK1	reverse	five_prime_utr	47509818
chr8	101571972	ANKRD46	reverse	five_prime_utr	101545505
chr3	47484552	SCAP	reverse	five_prime_utr	47484496
chr2	183581075	DNAJC10	forward	five_prime_utr	183581182
chr14	93762471	BTBD7	reverse	five_prime_utr	93762403
chr1	1822434	GNB1	reverse	five_prime_utr	1756902
chr14	102975961	ANKRD9	reverse	five_prime_utr	102975094
chr11	134123177	THYN1	reverse	five_prime_utr	134122796
chr7	6678746	ZNF316	forward	five_prime_utr	6681467
chrX	108976442	ACSL4	reverse	five_prime_utr	108928658
chr17	73389855	GRB2	reverse	five_prime_utr	73389790
chr10	128076958	ADAM12	reverse	five_prime_utr	128076893
chr9	133320330	ASS1	forward	five_prime_utr	133320386
chr9	91616054	S1PR3	forward	five_prime_utr	91616095
chr2	120517816	PTPN4	forward	five_prime_utr	120517857
chr1	24742315	NIPAL3	forward	five_prime_utr	24742380
chr10	100205082	HPS1	reverse	five_prime_utr	100205053
chr15	42566499	GANC	forward	five_prime_utr	42566669
chr7	6681541	ZNF316	forward	five_prime_utr	6681597
chr15	100138688	MEF2A	forward	five_prime_utr	100138717
chr17	71088778	SLC39A11	reverse	five_prime_utr	71088435
chr3	3886084	LRRN1	forward	five_prime_utr	3886116
chr19	50432707	NUP62	reverse	five_prime_utr	50431072
chr4	1235185	CTBP1	reverse	five_prime_utr	1235123
chrX	102940134	MORF4L2	reverse	five_prime_utr	102933529
chr12	49334958	ARF3	reverse	five_prime_utr	49334881
chr9	102676417	STX17	forward	five_prime_utr	102677520
chr19	54960449	LENG8	forward	five_prime_utr	54960526
chr15	67835483	MAP2K5	forward	five_prime_utr	67835620
chr1	45792701	HPDL	forward	five_prime_utr	45792778
chr3	133292605	CDV3	forward	five_prime_utr	133292799
chr6	31126413	TCF19	forward	five_prime_utr	31126709
chr1	156470465	MEF2D	reverse	five_prime_utr	156470274
chr12	54378976	HOXC10	forward	five_prime_utr	54379041
chr19	39466293	FBXO17	reverse	five_prime_utr	39466258
chr1	179834609	TOR1AIP2	reverse	five_prime_utr	179834559
chr1	40975420	EXO5	forward	five_prime_utr	40980197
chr8	145159471	MAF1	forward	five_prime_utr	145159650
chr1	85961970	DDAH1	reverse	five_prime_utr	85961911
chr8	28573425	EXTL3	forward	five_prime_utr	28573493
chr19	47249316	FKRP	forward	five_prime_utr	47249351
chr9	129885013	ANGPTL2	reverse	five_prime_utr	129884888
chr11	36398228	PRR5L	forward	five_prime_utr	36415536
chr10	81940777	ANXA11	reverse	five_prime_utr	81935870
chr4	109089862	LEF1	reverse	five_prime_utr	109089764
chr6	31127015	TCF19	forward	five_prime_utr	31127044
chr12	10365412	GABARAPL1	forward	five_prime_utr	10365636
chr13	28019249	MTIF3	reverse	five_prime_utr	28019190
chr20	10394451	MKKS	reverse	five_prime_utr_three_prime_utr	10394383
chr4	103266605	SLC39A8	reverse	five_prime_utr	103266507
chr4	185571009	PRIMPOL	forward	five_prime_utr	185571092
chr12	50419216	RACGAP1	reverse	five_prime_utr	50419133
chr7	23145580	KLHL7	forward	five_prime_utr	23145639
chr11	118889189	RPS25	reverse	five_prime_utr	118889160
chr8	56675588	TMEM68	reverse	five_prime_utr	56675544
chr19	59070291	UBE2M	reverse	five_prime_utr	59070163
chr13	67804231	PCDH9	reverse	five_prime_utr	67804112
chr11	117101150	PCSK7	reverse	five_prime_utr	117100560
chr7	107384429	CBLL1	forward	five_prime_utr	107384458
chr15	76426523	TMEM266	forward	five_prime_utr	76426579
chr19	35264086	ZNF599	reverse	five_prime_utr	35263844
chr15	52121885	TMOD3	forward	five_prime_utr	52122001
chr19	40791239	AKT2	reverse	five_prime_utr	40791084
chr1	43994391	PTPRF	forward	five_prime_utr	44003924
chr3	66024221	MAGI1	reverse	five_prime_utr	66024156
chr17	46178331	CBX1	reverse	five_prime_utr	46178302
chr4	54930717	CHIC2	reverse	five_prime_utr	54930670
chr10	49609659	MAPK8	forward	five_prime_utr	49609691
chr5	137667470	CDC25C	reverse	five_prime_utr	137667309
chr17	13505084	HS3ST3A1	reverse	five_prime_utr	13504866
chr13	97928233	MBNL2	forward	five_prime_utr	97928286
chr2	47142909	MCFD2	reverse	five_prime_utr	47137986
chr4	144106186	USP38	forward	five_prime_utr	144106266
chrX	68049405	EFNB1	forward	five_prime_utr	68049434
chr10	105677882	OBFC1	reverse	five_prime_utr	105677407
chr20	52199658	ZNF217	reverse	five_prime_utr	52199548
chr2	99771456	LIPT1	forward	five_prime_utr	99771560
chr16	29874525	CDIPT	reverse	five_prime_utr	29874250
chr3	23986949	NR1D2	forward	five_prime_utr	23987002
chr11	14632652	PSMA1	reverse	five_prime_utr	14632551
chr6	142623266	ADGRG6	forward	five_prime_utr	142623337
chr16	68300533	SLC7A6	forward	five_prime_utr	68300580
chr16	56642499	MT2A	forward	five_prime_utr	56642549
chr2	235860720	SH3BP4	forward	five_prime_utr	235903995
chr19	11466181	PLPPR2	forward	five_prime_utr	11466252
chr2	172544030	DYNC1I2	forward	five_prime_utr	172544095
chr7	87505562	SLC25A40	reverse	five_prime_utr	87505524
chr9	102584469	NR4A3	forward	five_prime_utr	102584525
chr16	67596564	CTCF	forward	five_prime_utr	67596671
chr8	38033961	LSM1	reverse	five_prime_utr	38033905
chr4	84035951	PLAC8	reverse	five_prime_utr	84029090
chr9	87284691	NTRK2	forward	five_prime_utr	87285442
chr6	139308961	REPS1	reverse	five_prime_utr	139308920
chr14	23451648	AJUBA	reverse	five_prime_utr	23451598
chr15	96874059	NR2F2	forward	five_prime_utr	96874199
chr4	48833127	OCIAD1	forward	five_prime_utr	48833274
chr17	33775769	SLFN13	reverse	five_prime_utr	33774295
chr1	78225407	USP33	reverse	five_prime_utr	78225324
chr11	73309018	FAM168A	reverse	five_prime_utr	73308899
chr5	138941100	UBE2D2	forward	five_prime_utr	138941144
chr11	72853267	FCHSD2	reverse	five_prime_utr	72853238
chr14	65569204	MAX	reverse	five_prime_utr	65569175
chr9	34458470	FAM219A	reverse	five_prime_utr	34458360
chr8	110552420	EBAG9	forward	five_prime_utr	110552653
chr2	219525050	BCS1L	forward	five_prime_utr	219525136
chr11	77122918	PAK1	reverse	five_prime_utr	77122832
chrX	100879199	ARMCX3	forward	five_prime_utr	100879856
chr13	97874700	MBNL2	forward	five_prime_utr	97874780
chr8	28573185	EXTL3	forward	five_prime_utr	28573235
chr3	132764757	TMEM108	forward	five_prime_utr	132764795
chr11	129830972	PRDM10	reverse	five_prime_utr	129830895
chr14	50087695	MGAT2	forward	five_prime_utr	50087766
chr3	101280739	TRMT10C	forward	five_prime_utr	101280873
chr2	44588524	PREPL	reverse	five_prime_utr	44588426
chr6	154831537	CNKSR3	reverse	five_prime_utr	154831391
chr18	13278138	LDLRAD4	forward	five_prime_utr	13278179
chr11	5250594	HBB	reverse	five_prime_utr	5250520
chr2	183291587	PDE1A	reverse	five_prime_utr	183291435
chr12	46766350	SLC38A2	reverse	five_prime_utr	46766309
chr12	60048984	SLC16A7	forward	five_prime_utr	60098561
chr8	94753167	RBM12B	reverse	five_prime_utr	94752985
chr9	136024557	RALGDS	reverse	five_prime_utr	136024474
chr4	164087995	NAF1	reverse	five_prime_utr	164087963
chr10	121410985	BAG3	forward	five_prime_utr	121411050
chr5	159846060	SLU7	reverse	five_prime_utr	159845971
chr19	44285189	KCNN4	reverse	five_prime_utr	44285034
chr1	155232092	SCAMP3	reverse	five_prime_utr	155232036
chr1	45452173	EIF2B3	reverse	five_prime_utr	45452135
chr20	35993589	SRC	forward	five_prime_utr	35993654
chr1	249138823	ZNF672	forward	five_prime_utr	249141392
chr16	20911664	ERI2	reverse	five_prime_utr	20907666
chr3	122233683	KPNA1	reverse	five_prime_utr	122233642
chr8	23712301	STC1	reverse	five_prime_utr	23712146
chrX	99665258	PCDH19	reverse	five_prime_utr	99665124
chr1	28843257	RCC1	forward	five_prime_utr	28843307
chr22	41682166	RANGAP1	reverse	five_prime_utr	41682122
chr15	75249042	RPP25	reverse	five_prime_utr	75248968
chr20	17660675	RRBP1	reverse	five_prime_utr	17660643
chr17	42201002	HDAC5	reverse	five_prime_utr	42195051
chr8	67625019	SGK3	forward	five_prime_utr	67705869
chr6	108582253	SNX3	reverse	five_prime_utr	108582176
chr1	228328849	GUK1	forward	five_prime_utr	228328899
chr2	3383546	TRAPPC12	forward	five_prime_utr	3383614
chrX	62974405	ARHGEF9	reverse	five_prime_utr	62974346
chrX	48911129	CCDC120	forward	five_prime_utr	48911410
chr10	45455280	RASSF4	forward	five_prime_utr	45455318
chr6	96025497	MANEA	forward	five_prime_utr	96034304
chr6	16658037	ATXN1	reverse	five_prime_utr	16586119
chr16	24550937	RBBP6	forward	five_prime_utr	24551188
chr9	117379405	TMEM268	forward	five_prime_utr	117379443
chr13	24734946	SPATA13	forward	five_prime_utr	24735038
chr18	47018201	RPL17	reverse	five_prime_utr	47018091
chr12	32123283	KIAA1551	forward	five_prime_utr	32133845
chr19	11546460	PRKCSH	forward	five_prime_utr	11546892
chr8	70405207	SULF1	forward	five_prime_utr	70405239
chr11	14632611	PSMA1	reverse	five_prime_utr	14632555
chr3	135914583	MSL2	reverse	five_prime_utr	135914494
chr17	54910416	C17orf67	reverse	five_prime_utr	54910297
chrX	128976033	ZDHHC9	reverse	five_prime_utr	128975956
chr14	70883764	SYNJ2BP-COX16	reverse	five_prime_utr	70883684
chr4	4288280	LYAR	reverse	five_prime_utr	4285495
chr14	81687068	GTF2A1	reverse	five_prime_utr	81686997
chr20	35374469	NDRG3	reverse	five_prime_utr	35350167
chr12	89746226	DUSP6	reverse	five_prime_utr	89746179
chr12	52464103	ATG101	forward	five_prime_utr	52464237
chr22	37961612	CDC42EP1	forward	five_prime_utr	37962158
chr1	27248258	NUDC	forward	five_prime_utr	27248287
chr22	50523833	MLC1	reverse	five_prime_utr	50523387
chr9	37903537	SLC25A51	reverse	five_prime_utr_three_prime_utr	37899895
chr19	50432700	NUP62	reverse	five_prime_utr	50430960
chr20	49545260	ADNP	reverse	five_prime_utr	49545057
chr9	86595083	HNRNPK	reverse	five_prime_utr	86593294
chr15	101792023	CHSY1	reverse	five_prime_utr	101791748
chr5	102594524	C5orf30	forward	five_prime_utr	102611619
chr1	233431460	RP5-862P8.3	reverse	five_prime_utr	233431302
chr14	64932304	AKAP5	forward	five_prime_utr	64932339
chr1	242011466	EXO1	forward	five_prime_utr	242012109
chr2	47142897	MCFD2	reverse	five_prime_utr	47142769
chr1	27930059	AHDC1	reverse	five_prime_utr	27929904
chr7	559037	PDGFA	reverse	five_prime_utr	558993
chr7	136553617	CHRM2	forward	five_prime_utr	136554049
chr4	6806279	KIAA0232	forward	five_prime_utr	6825946
chr16	31085750	ZNF646	forward	five_prime_utr	31087618
chr17	8198525	SLC25A35	reverse	five_prime_utr	8198391
chr1	154928572	PBXIP1	reverse	five_prime_utr	154928504
chr12	26208233	RASSF8	forward	five_prime_utr	26208262
chr8	74884429	TCEB1	reverse	five_prime_utr	74881853
chr11	72433177	ARAP1	reverse	five_prime_utr	72433130
chr22	19868757	TXNRD2	reverse	five_prime_utr	19868710
chr15	90777793	GDPGP1	forward	five_prime_utr	90781744
chr8	145159510	MAF1	forward	five_prime_utr	145159650
chr8	42952705	POMK	forward	five_prime_utr	42952884
chr22	31003119	TCN2	forward	five_prime_utr	31003232
chr7	48129766	UPP1	forward	five_prime_utr	48129861
chr11	64889627	FAU	reverse	five_prime_utr	64889523
chr17	35306391	AATF	forward	five_prime_utr	35306423
chr19	13842682	CCDC130	forward	five_prime_utr	13843001
chr6	122907119	PKIB	forward	five_prime_utr	122954444
chr12	123849276	SBNO1	reverse	five_prime_utr	123849244
chr19	36523680	CLIP3	reverse	five_prime_utr	36523307
chr3	19988954	RAB5A	forward	five_prime_utr	19992336
chr19	54372825	MYADM	forward	five_prime_utr	54373084
chr5	94890805	ARSK	forward	five_prime_utr	94890921
chr13	50154666	RCBTB1	reverse	five_prime_utr	50141426
chr12	6602854	NCAPD2	forward	five_prime_utr	6602904
chr6	64286722	PTP4A1	forward	five_prime_utr	64286775
chr2	192543060	NABP1	forward	five_prime_utr	192543200
chr2	32264860	DPY30	reverse	five_prime_utr	32264798
chr1	150266530	MRPS21	forward	five_prime_utr	150266583
chr17	38278562	MSL1	forward	five_prime_utr	38278732
chr8	97506120	SDC2	forward	five_prime_utr	97506155
chr10	81965265	ANXA11	reverse	five_prime_utr	81965194
chr8	67687545	SGK3	forward	five_prime_utr	67705903
chr4	83821636	THAP9-AS1	reverse	five_prime_utr	83821358
chr1	173794304	DARS2	forward	five_prime_utr	173794339
chr6	43544130	POLH	forward	five_prime_utr	43544255
chr10	102747782	C10orf2	forward	five_prime_utr	102747892
chr14	23776422	BCL2L2-PABPN1	forward	five_prime_utr	23776469
chr13	96295935	DZIP1	reverse	five_prime_utr	96295900
chr20	10394474	MKKS	reverse	five_prime_utr_three_prime_utr	10394424
chr5	14871866	ANKH	reverse	five_prime_utr	14871744
chr8	127569703	FAM84B	reverse	five_prime_utr	127569653
chr8	57124376	CHCHD7	forward	five_prime_utr	57125374
chr4	122618122	ANXA5	reverse	five_prime_utr	122617916
chrX	38664085	MID1IP1	forward	five_prime_utr	38664123
chr13	103451632	BIVM	forward	five_prime_utr	103451673
chr7	104654842	KMT2E	forward	five_prime_utr	104654973
chr11	94277184	FUT4	forward	five_prime_utr	94277279
chr17	27718003	TAOK1	forward	five_prime_utr	27778525
chr16	72127460	TXNL4B	reverse	five_prime_utr	72127356
chr19	9251189	ZNF317	forward	five_prime_utr	9251272
chr11	13331559	ARNTL	forward	five_prime_utr	13347974
chr14	73876684	NUMB	reverse	five_prime_utr	73822461
chr7	25164887	CYCS	reverse	five_prime_utr	25164825
chr12	48213660	HDAC7	reverse	five_prime_utr	48213631
chr17	46127953	NFE2L1	forward	five_prime_utr	46128018
chr20	30311603	BCL2L1	reverse	five_prime_utr	30310074
chr10	92680969	ANKRD1	reverse	five_prime_utr	92680865
chr17	53046151	STXBP4	forward	five_prime_utr	53062987
chr2	64751579	AFTPH	forward	five_prime_utr	64751629
chr7	73868478	GTF2IRD1	forward	five_prime_utr	73868510
chr19	11909487	ZNF491	forward	five_prime_utr	11915387
chr12	124495960	ZNF664	forward	five_prime_utr	124496189
chr1	87380540	HS2ST1	forward	five_prime_utr	87380701
chr2	143635261	KYNU	forward	five_prime_utr	143635302
chrX	48334616	FTSJ1	forward	five_prime_utr	48334714
chr7	113715941	PPP1R3A	reverse	five_prime_utr	113715888
chr5	147162246	JAKMIP2	reverse	five_prime_utr	147162196
chr2	65283618	CEP68	forward	five_prime_utr	65283662
chr2	201729326	CLK1	reverse	five_prime_utr	201729261
chr17	38083813	ORMDL3	reverse	five_prime_utr	38083733
chr1	153606666	CHTOP	forward	five_prime_utr	153606713
chr6	31704266	CLIC1	reverse	five_prime_utr	31704192
chr6	19837709	ID4	forward	five_prime_utr	19837795
chr11	68039337	C11orf24	reverse	five_prime_utr	68035116
chr13	20437682	ZMYM5	reverse	five_prime_utr	20437644
chr5	145316249	SH3RF2	forward	five_prime_utr	145317490
chr17	74733375	SRSF2	reverse	five_prime_utr	74733319
chr1	118472394	WDR3	forward	five_prime_utr	118472531
chr2	28113642	BRE	forward	five_prime_utr	28113782
chr4	41992614	SLC30A9	forward	five_prime_utr	41992649
chr2	100758952	AFF3	reverse	five_prime_utr	100758911
chr3	183361320	KLHL24	forward	five_prime_utr	183368129
chr11	105892909	MSANTD4	reverse	five_prime_utr	105892871
chr3	37217319	LRRFIP2	reverse	five_prime_utr	37216069
chr3	101498672	NXPE3	forward	five_prime_utr	101500970
chr8	61591430	CHD7	forward	five_prime_utr	61653899
chr3	9958877	IL17RC	forward	five_prime_utr	9958927
chr8	145582912	SLC52A2	forward	five_prime_utr	145582953
chr1	108742971	SLC25A24	reverse	five_prime_utr	108742795
chr21	46540872	ADARB1	forward	five_prime_utr	46548361
chr19	57922562	ZNF17	forward	five_prime_utr	57922603
chr4	124492	ZNF718	forward	five_prime_utr	124524
chr10	100206648	HPS1	reverse	five_prime_utr	100206565
chr10	114206551	ZDHHC6	reverse	five_prime_utr	114206438
chr10	81935907	ANXA11	reverse	five_prime_utr	81932620
chr2	70409973	C2orf42	reverse	five_prime_utr	70409908
chr9	131644474	LRRC8A	forward	five_prime_utr	131644533
chr19	57862751	ZNF304	forward	five_prime_utr	57862789
chr1	153606631	CHTOP	forward	five_prime_utr	153606669
chr6	64286447	PTP4A1	forward	five_prime_utr	64286557
chr2	177134184	MTX2	forward	five_prime_utr	177134249
chr5	133861457	JADE2	forward	five_prime_utr	133861486
chr6	149969761	KATNA1	reverse	five_prime_utr	149969468
chr17	46128266	NFE2L1	forward	five_prime_utr	46128445
chr6	10528814	GCNT2	forward	five_prime_utr	10528843
chr4	122745069	CCNA2	reverse	five_prime_utr	122744911
chr6	30688155	TUBB	forward	five_prime_utr	30688256
chr3	197677078	RPL35A	forward	five_prime_utr	197677830
chr6	7108264	RREB1	forward	five_prime_utr	7176925
chr11	118657139	DDX6	reverse	five_prime_utr	118657074
chr7	3083527	CARD11	reverse	five_prime_utr	3083297
chr4	141178498	SCOC	forward	five_prime_utr	141178554
chr16	27325304	IL4R	forward	five_prime_utr	27325345
chr8	130983215	FAM49B	reverse	five_prime_utr	130916808
chr3	48542161	SHISA5	reverse	five_prime_utr	48542123
chr1	28764720	PHACTR4	forward	five_prime_utr	28764755
chr8	54755067	ATP6V1H	reverse	five_prime_utr	54754251
chr14	73833667	NUMB	reverse	five_prime_utr	73833557
chr21	27107806	GABPA	forward	five_prime_utr	27113889
chr6	119256136	MCM9	reverse	five_prime_utr	119255858
chr2	55277658	RTN4	reverse	five_prime_utr	55277560
chr7	128095937	HILPDA	forward	five_prime_utr	128096002
chr1	172411894	PIGC	reverse	five_prime_utr	172411790
chr18	2571624	NDC80	forward	five_prime_utr	2572982
chr3	154797465	MME	forward	five_prime_utr	154797536
chr1	224804199	CNIH3	forward	five_prime_utr	224804459
chr11	36397937	PRR5L	forward	five_prime_utr	36398002
chr14	31343984	COCH	forward	five_prime_utr	31344061
chr2	145051972	GTDC1	reverse	five_prime_utr	144993271
chr17	1928274	RTN4RL1	reverse	five_prime_utr	1928221
chr15	74979511	EDC3	reverse	five_prime_utr	74979428
chr15	76304482	NRG4	reverse	five_prime_utr	76304435
chr14	76127193	C14orf1	reverse	five_prime_utr	76127062
chr14	45722336	MIS18BP1	reverse	five_prime_utr	45722211
chr19	5690343	RPL36	forward	five_prime_utr	5690435
chr12	46633658	SLC38A1	reverse	five_prime_utr	46633611
chr20	3996122	RNF24	reverse	five_prime_utr	3995994
chr18	65182624	DSEL	reverse	five_prime_utr	65182586
chr14	39572351	SEC23A	reverse	five_prime_utr	39572085
chr12	55378401	TESPA1	reverse	five_prime_utr	55378330
chr1	43315006	ZNF691	forward	five_prime_utr	43315041
chr10	119805891	RAB11FIP2	reverse	five_prime_utr	119805820
chr19	36239780	LIN37	forward	five_prime_utr	36239851
chr3	51534006	DCAF1	reverse	five_prime_utr	51533971
chrX	123480263	SH2D1A	forward	five_prime_utr	123480292
chr10	105726998	SLK	forward	five_prime_utr	105727036
chr9	131102960	SLC27A4	forward	five_prime_utr	131103001
chr5	60458226	SMIM15	reverse	five_prime_utr	60458077
chr20	34359964	PHF20	forward	five_prime_utr	34360005
chr6	16658083	ATXN1	reverse	five_prime_utr	16658024
chr13	67803991	PCDH9	reverse	five_prime_utr	67803953
chr3	152880078	RAP2B	forward	five_prime_utr	152880170
chr1	15541459	TMEM51	forward	five_prime_utr	15541521
chr15	75074811	CSK	forward	five_prime_utr	75090592
chr9	86595468	HNRNPK	reverse	five_prime_utr	86595418
chr14	100841699	WARS	reverse	five_prime_utr	100840578
chr11	36616061	C11orf74	forward	five_prime_utr	36616129
chr19	56657743	ZNF444	forward	five_prime_utr	56657793
chr17	34889884	MYO19	reverse	five_prime_utr	34889825
chr12	46766407	SLC38A2	reverse	five_prime_utr	46766309
chrX	100878164	ARMCX3	forward	five_prime_utr	100879158
chr11	111798080	DIXDC1	forward	five_prime_utr	111798115
chr15	52971488	FAM214A	reverse	five_prime_utr	52971210
chr3	193310992	OPA1	forward	five_prime_utr	193311063
chr6	37401041	CMTR1	forward	five_prime_utr	37401112
chr4	147096892	LSM6	forward	five_prime_utr	147097068
chr4	15683490	FAM200B	forward	five_prime_utr	15683528
chr2	67624475	ETAA1	forward	five_prime_utr	67624510
chr11	34645827	EHF	forward	five_prime_utr	34645868
chr11	94226920	MRE11A	reverse	five_prime_utr	94225976
chr19	37571264	ZNF420	forward	five_prime_utr	37580015
chr6	139349898	ABRACL	forward	five_prime_utr	139349945
chr3	134204384	ANAPC13	reverse	five_prime_utr	134204331
chr11	58874740	FAM111B	forward	five_prime_utr	58877033
chr3	185655784	TRA2B	reverse	five_prime_utr	185655713
chr2	103353418	TMEM182	forward	five_prime_utr	103353576
chr5	78809328	HOMER1	reverse	five_prime_utr	78809233
chr17	38210663	MED24	reverse	five_prime_utr	38210628
chr22	36044572	APOL6	forward	five_prime_utr	36052437
chr1	75198738	CRYZ	reverse	five_prime_utr	75198679
chr8	41455813	GPAT4	forward	five_prime_utr	41455860
chr12	120638679	RPLP0	reverse	five_prime_utr	120638632
chr9	124030483	GSN	forward	five_prime_utr	124043840
chr10	112723944	SHOC2	forward	five_prime_utr	112724027
chr16	30087364	PPP4C	forward	five_prime_utr	30087679
chr11	125439367	EI24	forward	five_prime_utr	125439435
chr12	71551538	TSPAN8	reverse	five_prime_utr	71551494
chr3	155572105	SLC33A1	reverse	five_prime_utr	155572022
chr19	7414082	CTB-133G6.1	forward	five_prime_utr	7427673
chr3	186845823	RPL39L	reverse	five_prime_utr	186845740
chr22	40948205	MKL1	reverse	five_prime_utr	40948170
chr11	10877739	ZBED5	reverse	five_prime_utr	10877668
chr7	56099715	PSPH	reverse	five_prime_utr	56099671
chrX	153238265	TMEM187	forward	five_prime_utr	153238315
chr1	65432043	JAK1	reverse	five_prime_utr	65352014
chr1	28655604	MED18	forward	five_prime_utr	28657142
chr10	17686254	STAM	forward	five_prime_utr	17686286
chrX	148622630	CXorf40A	forward	five_prime_utr	148627021
chr6	127664621	ECHDC1	reverse	five_prime_utr	127664454
chr2	197036216	STK17B	reverse	five_prime_utr	197028138
chr15	38544563	SPRED1	forward	five_prime_utr	38544787
chr12	50135797	TMBIM6	forward	five_prime_utr	50135865
chr22	41488600	EP300	forward	five_prime_utr	41488707
chr6	99873154	PNISR	reverse	five_prime_utr	99873083
chr5	102465213	PPIP5K2	forward	five_prime_utr	102465257
chr19	39466250	FBXO17	reverse	five_prime_utr	39466206
chr14	90863377	CALM1	forward	five_prime_utr	90863418
chr15	91565743	VPS33B	reverse	five_prime_utr	91565687
chr14	53258316	GNPNAT1	reverse	five_prime_utr	53258233
chrX	92929219	FAM133A	forward	five_prime_utr	92953483
chrX	46307686	KRBOX4	forward	five_prime_utr	46307943
chr8	95274461	GEM	reverse	five_prime_utr	95274429
chr4	15683475	FAM200B	forward	five_prime_utr	15683528
chr11	93394892	CEP295	forward	five_prime_utr	93394987
chr2	37544036	PRKD3	reverse	five_prime_utr	37543980
chr12	57505014	STAT6	reverse	five_prime_utr	57504871
chr14	75179730	AREL1	reverse	five_prime_utr	75158989
chr11	73472109	RAB6A	reverse	five_prime_utr	73471882
chr9	123555663	FBXW2	reverse	five_prime_utr	123555475
chr12	52463847	ATG101	forward	five_prime_utr	52464173
chr20	3748358	C20orf27	reverse	five_prime_utr	3740796
chr1	21835976	ALPL	forward	five_prime_utr	21836014
chr4	185571009	PRIMPOL	forward	five_prime_utr	185573203
chr13	31040053	HMGB1	reverse	five_prime_utr	31040003
chr4	89205652	PPM1K	reverse	five_prime_utr	89205596
chr1	38455729	SF3A3	reverse	five_prime_utr	38455658
chr11	33913453	LMO2	reverse	five_prime_utr	33903396
chr8	98656580	MTDH	forward	five_prime_utr	98656723
chr19	44172127	PLAUR	reverse	five_prime_utr	44172035
chr6	34204720	HMGA1	forward	five_prime_utr	34204791
chr9	5436614	PLGRKT	reverse	five_prime_utr	5436552
chr20	18038529	OVOL2	reverse	five_prime_utr	18038329
chr3	130613079	ATP2C1	forward	five_prime_utr	130613492
chr20	328142	NRSN2	forward	five_prime_utr	329934
chr3	139108478	COPB2	reverse	five_prime_utr	139108428
chr11	45827125	SLC35C1	forward	five_prime_utr	45827286
chr11	61125260	CYB561A3	reverse	five_prime_utr	61125225
chr17	4458666	MYBBP1A	reverse	five_prime_utr	4458631
chr17	40575255	PTRF	reverse	five_prime_utr	40575118
chr2	201994483	CFLAR	forward	five_prime_utr	201994533
chr14	24899172	KHNYN	forward	five_prime_utr	24899201
chr17	2541467	PAFAH1B1	forward	five_prime_utr	2541502
chr11	126081691	FAM118B	forward	five_prime_utr	126081729
chr12	98909506	TMPO	forward	five_prime_utr	98909598
chr4	724809	PCGF3	forward	five_prime_utr	724937
